"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YPL281C",12.6781391681605,0.68610581985467,0.585023648597784,1.17278305158973,0.240882816382056,0.438901457703704
"YJR097W",577.27398667668,0.144115965554872,0.122878293242691,1.17283502034193,0.240861971452153,0.438901457703704
"YDR288W",1653.40824671679,0.132745674638838,0.113205012003188,1.17261305210674,0.240951012912018,0.438911027438742
"snR17a",266675.665403777,-0.128332344796546,0.109457082542989,-1.17244441213882,0.24101867749585,0.438919623446999
"YCR091W",2624.42672428619,0.139911901279773,0.119360061746537,1.17218355312917,0.241123370121259,0.438995629205101
"YOR323C",11048.9681463965,-0.126557092929434,0.107991089860114,-1.17192161958334,0.241228526214184,0.439072438864919
"YGR033C",4313.85095600771,0.103821978451831,0.0887024832031307,1.17045176981209,0.241819212479212,0.439937918847122
"YJL057C",2462.48870424751,-0.146915049415741,0.125522883335879,-1.17042443187526,0.241830208366703,0.439937918847122
"YKL028W",5343.29407003744,-0.104881610339646,0.0896757567398751,-1.16956482055544,0.242176141423685,0.440452330241876
"YDL245C",6.50135862586432,0.965187539288356,0.825430192375719,1.16931455646224,0.242276920503128,0.440520721425896
"YEL030W",1030.35096452187,-0.124594102740123,0.10656909716226,-1.16913914125048,0.242347576199791,0.440534319301654
"YEL019C",455.942198146465,-0.152220698798835,0.130225055511947,-1.16890484861318,0.242441969807571,0.440591049118633
"YOR146W",6.12381870969339,1.21758652149404,1.04209070800546,1.16840742570719,0.242642461066499,0.440701181244323
"YGL076C",85344.5426194222,0.145187376775322,0.124274029870139,1.16828412925079,0.242692174957436,0.440701181244323
"YBL025W",421.300890101728,-0.176128803585263,0.15073897594347,-1.16843571798786,0.242631054454786,0.440701181244323
"YDL182W",7764.72797236567,0.168654371356987,0.144382385741611,1.16810904938788,0.242762780541906,0.440714623462304
"YDR098C",5428.75809463857,0.118750362246269,0.101780387234676,1.16673128755607,0.243318903463421,0.441494330952494
"YGL037C",21141.5859712492,0.158614725397357,0.135942317600578,1.16677961798029,0.243299380121577,0.441494330952494
"YOL140W",1762.24852975249,0.133995061109216,0.114891593284861,1.16627385240442,0.243503741443366,0.441714773435118
"YGL070C",2893.6669069631,0.124158017397064,0.106507738319003,1.16571827884652,0.243728367322126,0.441892331080911
"YPL152W-A",7.19961800895744,-1.17959269883813,1.01185865457878,-1.16576825577401,0.243708155020441,0.441892331080911
"YLR339C",22.1154694586281,-0.805266695951931,0.691314719349933,-1.16483371959612,0.244086306858974,0.442062667363571
"YPR091C",8603.16601318336,0.100329424362696,0.0861326017684307,1.16482519165546,0.2440897595113,0.442062667363571
"YNL054W",4194.10565997265,-0.140221807181179,0.120408959551454,-1.16454629043828,0.24420269535128,0.442062667363571
"YJR145C",116357.743686387,0.126602333772432,0.108703086561588,1.1646618120701,0.244155912572971,0.442062667363571
"YKL059C",2277.70628128864,-0.125537711993539,0.10777084582181,-1.16485781508206,0.24407655166036,0.442062667363571
"tP(UGG)F",11.1733084698015,0.907715772777975,0.779241803865915,1.16487047829658,0.244071424993553,0.442062667363571
"YPL207W",4349.00520853743,0.150409015560418,0.129208459318345,1.16408024949697,0.24439149179974,0.442289611294987
"YOR087W",4721.58031920543,0.103709184944094,0.0891045862537501,1.16390400656543,0.244462915742573,0.44230407666657
"YGR147C",5211.14947176603,-0.11613558317397,0.0998807972492853,-1.16274185201101,0.244934255639908,0.442812176452445
"YML063W",201404.761477391,0.128907442762345,0.110851698998398,1.16288197589293,0.244877391223421,0.442812176452445
"YJL170C",652.797332698524,-0.171736861014593,0.147688734366365,-1.16282979708237,0.244898565100857,0.442812176452445
"YLR078C",2503.6680200443,-0.115214897305184,0.0991688244302351,-1.16180561751276,0.245314431722381,0.443154801139939
"YMR241W",10277.3027795444,0.171997248902284,0.148003239404392,1.16211813737626,0.245187481002745,0.443154801139939
"YMR288W",2849.65668114404,0.118595433586455,0.10207115526713,1.16188979419386,0.245280233230777,0.443154801139939
"YGL093W",3441.17489969247,-0.152892406992368,0.131674049452971,-1.16114304699785,0.245583731273051,0.44352638129163
"YDR014W-A",53.9646376231384,-0.454572276990868,0.391831933150033,-1.16012054795139,0.245999729306588,0.444047660485333
"YNL218W",1849.24847553002,0.0975527957520257,0.0840838258927505,1.16018502626718,0.245973482078661,0.444047660485333
"YGR060W",22319.3508618896,-0.10435191927293,0.0899680594537935,-1.15987740434175,0.246098723588582,0.444111387055689
"YHR040W",361.23031256522,-0.201632041006349,0.173875715055286,-1.15963313762499,0.246198203251819,0.44417595634539
"YOR249C",2580.87620575088,0.134645898553516,0.116151953066051,1.15922199325352,0.246365708876625,0.444363188824808
"tG(UCC)N",9.48561589969349,1.15309046842334,0.996634669033019,1.15698410285298,0.247278855350576,0.445894868983595
"YGR070W",5100.54194809388,-0.103246805292266,0.0892521560046618,-1.15679900535818,0.24735448832056,0.445915937709221
"YHR041C",1123.69325548458,0.142283070009111,0.123015033684275,1.15663155752401,0.247422923389126,0.445924022949696
"YOR270C",44402.0347922042,0.09024837042681,0.0780561688932338,1.15619779584946,0.247600261199008,0.446128325927825
"YGR243W",1378.14187549666,0.155220968380485,0.134481830800319,1.1542151639128,0.24841196719322,0.447475238242914
"YKR002W",3336.13422193966,0.125049625558771,0.108397284020189,1.1536232359427,0.248654667856967,0.447796745600887
"YPL027W",14.6614927595232,0.662966258019319,0.575180094786524,1.15262378519093,0.249064836182542,0.448419597908822
"YCR086W",875.744751933846,0.136317736514036,0.118288676963895,1.15241576804214,0.249150264553016,0.448457613507533
"YOL063C",5229.13283855473,0.0861077179503519,0.074735008107901,1.15217379552607,0.24924966346481,0.448520749249063
"YLR385C",347.420440618895,-0.154527163315398,0.134196936176443,-1.15149546419021,0.249528460211786,0.44890659263591
"YDR513W",6263.08284924401,0.120894153632598,0.105030641134717,1.15103699574236,0.249717015855866,0.449129933340974
"tL(CAA)D",14.1795697616224,0.789059684655745,0.68592977488353,1.15035053667079,0.24999952394559,0.449522093984682
"YDR365C",14142.5642433666,0.10277621908708,0.0893628524688881,1.15010002755745,0.250102675039952,0.449591635229075
"YBR052C",6557.57367829656,0.121766382146259,0.105900234470656,1.14982164822306,0.250217337006655,0.449681827563765
"YOL010W",2701.02002056202,0.14083324091989,0.122538577065287,1.14929717883744,0.250433460999916,0.4499542704335
"YBR049C",5208.46610625307,-0.142388151967803,0.123994510293507,-1.14834238734244,0.250827247230189,0.450545696789312
"YDL169C",470.904406047923,-0.211148796311125,0.183924223150446,-1.14802059616916,0.250960061420314,0.4506637768322
"tG(GCC)F2",21.2229987522166,0.772693964393214,0.67315460843383,1.14786997624658,0.25102224425875,0.4506637768322
"YGR163W",1512.75794586736,0.133014335516251,0.116037550156246,1.14630423804316,0.251669289975225,0.451673057292886
"YJL054W",6885.68575479048,-0.0895506050989619,0.0781498598756566,-1.14588311791531,0.251843517389178,0.451673057292886
"YHR149C",2993.08133152512,-0.118304513891989,0.10321699807225,-1.14617278259902,0.251723667191772,0.451673057292886
"YHR039C",8369.27576512366,-0.0900743873978007,0.0785969333715261,-1.14602928554503,0.251783034835689,0.451673057292886
"YAL027W",1061.31843962852,-0.137722854053593,0.120242655574742,-1.14537435484353,0.252054116942826,0.451934522355959
"Q0158",1341.38629523207,0.530127326302916,0.463307569455789,1.14422332215641,0.252531033375214,0.452673237975672
"YJR078W",321.522754911102,0.18454914178704,0.161354810115349,1.14374738289556,0.252728416700103,0.452910626998154
"YOL091W",168.634188508935,-0.230855628641937,0.201907316403732,-1.1433742607936,0.252883234461097,0.453071632553245
"YER144C",2111.58939347059,-0.176966341460715,0.154887838530668,-1.14254510321464,0.25322750935865,0.453571904124806
"YGR042W",1525.17110462565,-0.113052182677878,0.0989835367256902,-1.14213117067312,0.253399500583524,0.453683521189331
"YJL135W",14.3302631566104,0.691493656880485,0.605467625851818,1.14208196665782,0.2534199505281,0.453683521189331
"YDR339C",3887.25639371835,0.103415433203244,0.0905904572806337,1.14157093702354,0.253632410246271,0.45394732973492
"YDR053W",3.92091499589742,-1.1760508436529,1.03048206299894,-1.14126279911202,0.253760577984716,0.454060177133032
"YBR300C",26.8399441523232,-0.543046545296765,0.476103728001366,-1.14060553059817,0.25403411471236,0.454433012285604
"YBR206W",478.137251600197,-0.16054157142223,0.14084773133685,-1.13982362298957,0.254359789923671,0.454782260291733
"YCR020W-B",470.576473261884,0.191874216188784,0.168328360242347,1.13988050446483,0.254336088218226,0.454782260291733
"YGL227W",3031.96089948951,-0.147812188241863,0.129838803014824,-1.1384284575158,0.254941616782539,0.4554721736676
"YLR271W",995.336111148033,-0.130665620828693,0.11477153768684,-1.13848453599377,0.254918212496915,0.4554721736676
"YLR068W",630.597090927841,-0.174723457829799,0.153455939552059,-1.13859038848428,0.254874039158797,0.4554721736676
"YJR040W",3233.46406133067,-0.0960309443135717,0.0843702166160706,-1.13820905249732,0.255033199563675,0.455519083134607
"YPL187W",139.126277944735,0.247569811063637,0.217827477566201,1.13654077910532,0.255730308927835,0.456647232817874
"YML099C",3002.80253217293,0.119302126554379,0.105001909793203,1.13619006348875,0.2558770282149,0.456675330878551
"YHL025W",1895.68736493518,-0.138605092088071,0.121986037701847,-1.13623734895664,0.255857243278315,0.456675330878551
"YGL181W",2816.051128665,-0.168975700195367,0.148778392927503,-1.13575430457638,0.256059406201956,0.456883889315823
"YIL029C",682.353760891637,0.178509932565734,0.157218647649407,1.13542467916278,0.256197424159118,0.457013210197373
"YPR152C",626.478464293768,-0.180368879927803,0.158895993928625,-1.13513799478685,0.256317504216657,0.45706253493761
"YKL033W",2743.52117156345,0.0941678785488114,0.0829639532417027,1.1350457020107,0.256356170104832,0.45706253493761
"YOR113W",4433.81887234823,-0.132962098085918,0.117268851656921,-1.13382280296314,0.256868883864449,0.457859592839161
"YOR341W",47788.7250363523,0.233824645762277,0.206291348499172,1.13346801726499,0.257017764760498,0.458007890026821
"YJL208C",2347.76581901076,-0.131035181531239,0.115644316650406,-1.1330879486915,0.257177321700433,0.458175131378927
"YPR040W",2027.27074416926,-0.140839360968213,0.124326228219332,-1.13282099027206,0.25728943485244,0.458257785242929
"YLL015W",7709.23061978133,0.0973692872341754,0.0859725616685449,1.13256235878569,0.257398083325117,0.458334227534739
"YML020W",2036.15237143932,-0.138486509609201,0.122325857345991,-1.13211149804166,0.25758756147433,0.458554522890095
"YKR100C",2294.64791749066,0.102963246874761,0.0909881460438483,1.1316116587884,0.257797736341954,0.45881154045749
"YDR310C",4938.40832752361,-0.153557874311977,0.13576933542612,-1.13102029872965,0.258046547895756,0.459137172359557
"YKL204W",2362.65448777845,-0.298853940595741,0.264288511068335,-1.13078672768515,0.258144867511778,0.459194939071333
"tS(UGA)I",2.03079485375199,1.68822373108212,1.49600181566149,1.12849042922827,0.259112856574103,0.460799272861827
"YDR371C-A",4.73136567658806,1.15936493451754,1.02793351587046,1.12785984367459,0.259379115148449,0.461155168263675
"YLR029C",150883.796882418,-0.115356074902142,0.102293916019636,-1.12769243167892,0.259449835044861,0.461163318829421
"YLR090W",4810.2786790457,-0.147562186823833,0.131000968519875,-1.12642057910775,0.259987540170562,0.462001304181786
"YOR037W",1758.47609110238,-0.154209843434008,0.137106924180182,-1.12474146988631,0.260698603192129,0.462842794332617
"YGR252W",2025.81781519348,-0.129461753177215,0.11511032179176,-1.12467545188013,0.260726587715262,0.462842794332617
"YML047C",22.2210704778344,0.493676638827447,0.438915148482584,1.12476555100498,0.260688395909041,0.462842794332617
"YHR125W",0.701914048928492,2.98404698425066,2.65277805376193,1.12487623305649,0.260641484574628,0.462842794332617
"YDR454C",12942.3064130473,0.115982889378607,0.103183736512804,1.12404234716015,0.260995061433946,0.462965800910431
"YPR200C",289.597411474654,0.191171712835689,0.170061073770476,1.12413563314145,0.260955490673969,0.462965800910431
"YBR151W",5372.45303885292,0.105232888758854,0.0936030264271101,1.12424664859314,0.260908404699113,0.462965800910431
"YNL318C",4.26631775819915,1.19733280673873,1.06561020657962,1.12361236721063,0.261177507256019,0.463171606840341
"YCL036W",1460.83604418801,0.135000934420779,0.120234704573768,1.1228117114718,0.261517470354261,0.463656577874464
"YNL118C",7881.07753475559,-0.0981104452757105,0.0874247290775519,-1.12222761581199,0.261765673668027,0.46397865848682
"YMR207C",2729.17271638953,-0.195928432124882,0.174677409432163,-1.12165867791262,0.26200759236981,0.464289438778827
"YLR252W",370.356928211217,0.183309828854644,0.163456880236699,1.12145679392141,0.262093472801685,0.464323624452782
"YER094C",11682.1664864463,0.105520864640344,0.0941231997464475,1.12109304533419,0.262248258699962,0.464479834370037
"YJR098C",1040.08817459153,0.130820034350743,0.116771706244087,1.12030592476991,0.262583418159608,0.464955351657426
"tI(AAU)D",0.696646358127061,2.97508519881836,2.6570229713688,1.11970623922973,0.262838965392587,0.465273610185097
"YJR085C",2761.83571791928,-0.153282151182735,0.136911501336597,-1.11957103447351,0.262896604636352,0.465273610185097
"YNL271C",8157.63047715696,-0.184947325083047,0.165274105833903,-1.11903388706828,0.263125682555858,0.465560868932249
"YMR304C-A",592.922917910737,-0.211352048463513,0.189066168169136,-1.1178734435155,0.263621048586343,0.465964403496216
"YKL135C",8191.33265118597,0.107641988833638,0.0962843339397434,1.11795953120476,0.263584277698885,0.465964403496216
"tI(AAU)E1",1.12283724698587,-2.344738741459,2.09739397969306,-1.11792956600464,0.26359707642128,0.465964403496216
"tQ(UUG)Q",4.2572247170177,1.24160078864565,1.11043229570677,1.11812380948034,0.263514118856275,0.465964403496216
"YBR011C",65614.2446740885,-0.140242705704539,0.125506151782353,-1.11741698484821,0.263816076245522,0.466072840045611
"YKL213C",5971.06102378848,-0.119274814568396,0.10672907791112,-1.11754750348095,0.263760300374287,0.466072840045611
"YIL090W",3780.10602664174,0.0941568135464759,0.0844489281691195,1.11495569674863,0.264869407290397,0.467815191751758
"YIL120W",991.50991428043,-0.127245003747448,0.114143302074256,-1.1147829214251,0.264943456798803,0.467827481453039
"YLR045C",4443.93791598413,-0.144139361735541,0.129348948198794,-1.11434506227307,0.265131182055104,0.468040438600061
"YNL286W",1472.83417872334,-0.132499513799565,0.118977956112965,-1.11364758757296,0.265430402623105,0.468450062640069
"YCR099C",303.071280774804,-0.163292531947435,0.146655367361869,-1.11344395288659,0.265517806897889,0.46848574582464
"YER048C",5638.79247375681,-0.0902451419023031,0.0810763707425468,-1.11308808072911,0.265670602270863,0.468636759330819
"YML125C",12486.4757341565,0.086223292384322,0.0774845285858264,1.11278075711354,0.26580260181283,0.468751022367441
"YFL026W",33642.750482892,0.108787331614881,0.0978126167305152,1.11220142402081,0.266051555787634,0.468955609260541
"tA(UGC)A",14.7794828793148,0.765902574856767,0.688638820812312,1.11219779035012,0.266053117773512,0.468955609260541
"YML068W",1773.32798302753,-0.141367179702135,0.127158591234144,-1.11173911514817,0.266250336631834,0.469070588919592
"YNL214W",529.985324196757,-0.162493095296099,0.146161954985884,-1.11173318194733,0.266252888418721,0.469070588919592
"YLR087C",7232.72341341597,-0.18072368063718,0.162601251646533,-1.1114531948994,0.266373326079913,0.469164234088212
"YGL094C",7417.99885925101,-0.12100136037571,0.108922526505104,-1.11089380918868,0.266614060566583,0.46923267146158
"YMR004W",4650.94002501369,0.122957968884984,0.110670465374905,1.1110278471176,0.266556363030048,0.46923267146158
"YML116W-A",222.994326911051,-0.205566455147337,0.184995511633718,-1.11119698706176,0.266483567853983,0.46923267146158
"YKL133C",1436.41450734303,-0.173244910503163,0.156032086524217,-1.11031592515604,0.266862913048321,0.469552130377478
"YOR163W",1609.05290791442,-0.104444482843209,0.0941180439010773,-1.10971795114001,0.267120584969109,0.469768433540882
"YBL073W",1.22049265984246,2.60378191287159,2.34607867403804,1.10984424422135,0.267066149995016,0.469768433540882
"YGL158W",732.83579148058,0.20434063595917,0.184168522592105,1.10953073349968,0.267201293747652,0.469791886359651
"YCR084C",7141.63676147021,-0.239375076258186,0.215859544728075,-1.1089390397804,0.267456480788233,0.47012201677246
"YLR128W",767.554326520797,-0.13715584285806,0.123768845599074,-1.10816128399832,0.267792167893756,0.470593444234668
"YGL063W",523.458202937202,0.149240446502181,0.134873898843423,1.10651836850535,0.268502218049559,0.471128829003417
"YBR214W",4872.51886862748,-0.171814708581902,0.155181090645307,-1.10718843299416,0.268212467497971,0.471128829003417
"YNL219C",7564.4475005193,0.0892758204908746,0.0806540494994352,1.10689817864012,0.268337953451613,0.471128829003417
"YHR004C",3975.50624409705,-0.128532820501657,0.116158854178337,-1.10652624297001,0.268498811710779,0.471128829003417
"YHR067W",1057.37249555786,0.123943587262954,0.111992055910818,1.10671767077526,0.268416012932066,0.471128829003417
"ICR1",1123.10449013728,-0.145834644755014,0.131791919592877,-1.10655224694744,0.268487563111623,0.471128829003417
"YDL043C",1060.96410187848,-0.117395114110208,0.106161336831252,-1.10581797115849,0.268805314918632,0.47118639037899
"YLR343W",248.605713782356,-0.214013926467279,0.193515985863653,-1.10592375876414,0.268759520289053,0.47118639037899
"YLR335W",9916.7741422237,-0.162744333606187,0.147157061464179,-1.1059226923052,0.268759981924078,0.47118639037899
"YJL013C",1951.28530084234,-0.109320944177076,0.0988247505384842,-1.10621017084687,0.268635561618842,0.47118639037899
"YGR256W",220.012477787648,0.176136046300184,0.159353107573463,1.10531918066915,0.269021309616003,0.471446492071473
"YBR058C",6876.09425782668,0.087862637627967,0.0795377805291706,1.10466544381061,0.269304582180555,0.471824334559048
"YCR036W",2305.79942164456,-0.0971069552960999,0.087970894857878,-1.10385321705527,0.269656815528223,0.472322776859658
"YBR267W",3554.49952526367,0.128341952732443,0.116305587581699,1.10348913926676,0.269814805437134,0.472480823283058
"YOR338W",1130.8776491802,-0.165267656831982,0.149804139644449,-1.10322489901971,0.269929511055738,0.472563012952965
"YDR179C",610.590549474281,-0.176638041816096,0.160195291635499,-1.10264190671728,0.270182703940275,0.472887548839241
"YLR150W",131737.813039353,0.0879088994878724,0.0797458883435384,1.10236278401174,0.27030398424412,0.472981099657277
"YCR025C",53.4425672002498,0.312830223355415,0.284080624747702,1.1012022507105,0.27080864237046,0.473745274272256
"YDR404C",4085.242702485,0.103017300507037,0.093574988900304,1.10090636095926,0.270937413324852,0.473851663685526
"YMR273C",2842.54532477851,-0.121415761218723,0.110409001091691,-1.09969078624206,0.271466870586371,0.474658597943522
"YGR020C",9997.30148074781,0.107112718038931,0.097437290454617,1.09929902134153,0.271637659102498,0.474838154154355
"YDR432W",11895.4336159589,0.182169303355879,0.165932007934816,1.09785511320662,0.272267761018603,0.475485859634485
"YLR102C",229.593222268857,-0.194498174218318,0.177150515162151,-1.09792609996244,0.272236759999529,0.475485859634485
"YPR041W",10855.8679632606,-0.105313692136024,0.0959374246526802,-1.09773315801721,0.27232102638548,0.475485859634485
"YMR198W",1442.57581216888,-0.128900456434483,0.117422119132351,-1.09775276912857,0.272312460520194,0.475485859634485
"YML072C",23524.5678612506,-0.238192332848243,0.216998361915456,-1.09766880609469,0.272349135720656,0.475485859634485
"YGL050W",837.302165428033,-0.119223071225597,0.108669755349061,-1.09711364346628,0.272591716798193,0.475790248118598
"YKR057W",24102.1219157992,0.153128039573769,0.139615358049527,1.09678506514626,0.272735360355133,0.475921838777864
"YLR369W",2743.24187383467,-0.11743824753045,0.107104696226035,-1.09648084228359,0.272868402673958,0.476034869113212
"YDL025C",5552.99805736746,-0.113732743418414,0.103766216122565,-1.09604790141019,0.273057812305064,0.476246154377992
"YPR143W",3389.37462500167,0.170911305661423,0.156138929441032,1.09461046180651,0.273687330283829,0.47722474470346
"YIL107C",3213.64570660964,0.142516628610702,0.130303826070145,1.09372558664534,0.27407534892992,0.477781852022083
"YMR080C",16883.1901491016,0.125501352157067,0.114814520828513,1.09307909183818,0.274359075070436,0.478156918386941
"YDR381W",24190.4626952123,0.139300702050482,0.127547916270687,1.09214408297234,0.274769775729372,0.47863343646288
"YKL072W",1989.73081200402,-0.0986691433864145,0.0903370866197166,-1.09223295856078,0.274730719270053,0.47863343646288
"tT(UGU)G1",6.70161751869148,0.949968325173044,0.870156666628391,1.09172102174876,0.274955742351092,0.478837760093448
"YLR109W",56875.5306157161,-0.123442328696151,0.113110989995021,-1.09133806274338,0.275124155170831,0.478962516541383
"YPR105C",8950.63968926543,0.0918860424416973,0.0842028857971351,1.0912457639881,0.275164755666826,0.478962516541383
"YOR227W",5492.43574487039,0.136082192368754,0.12475150024482,1.09082609909859,0.275349409972208,0.479075440935791
"YPL145C",21657.8871879734,0.0969278501513528,0.0888605523048969,1.0907860421436,0.275367039620056,0.479075440935791
"YPL142C",22.2756325659352,0.622659182811314,0.571512260980979,1.08949400620477,0.275936096574438,0.479945722477814
"YDL138W",1768.03994165605,0.125421628957375,0.115139060679665,1.08930564672851,0.276019123495183,0.479970411005464
"YCR072C",2695.36137113377,0.134819850322784,0.123800592293815,1.08900812043627,0.276150304736415,0.480078802026184
"YBL036C",2196.77822288981,-0.116994324670697,0.107498505480696,-1.08833442983732,0.276447496331385,0.480236271031078
"YHR114W",2431.59066632736,-0.150092378235769,0.137876537198683,-1.08859985379153,0.27633038129563,0.480236271031078
"YAL066W",3.89936830478406,1.28469221434418,1.18041696568272,1.08833763974338,0.276446079797928,0.480236271031078
"tN(GUU)P",210.111864694318,0.213216361859181,0.19595124112778,1.08810926959193,0.276546872029806,0.48028924997854
"YBR079C",25411.796100358,-0.177563442751071,0.163243342991169,-1.08772241181483,0.276717670672525,0.480346606323006
"YIL061C",732.954743389055,-0.113091596393039,0.103957230305271,-1.08786657802391,0.276654012540423,0.480346606323006
"YGL258W",86.6891193817117,0.279120212608293,0.256672566922734,1.08745634936638,0.276835179606834,0.480430987406285
"YGR228W",23.8762613078724,-0.604189253369704,0.556102228277177,-1.08647155621279,0.277270418456512,0.481061112142267
"YLL049W",1533.22702094822,0.143560755864066,0.132152956586794,1.08632269433775,0.277336249937174,0.481061112142267
"YEL028W",267.542676365487,0.154907971907794,0.142781987579097,1.08492656906026,0.277954179367796,0.482013054646019
"YPR120C",794.078269894219,-0.128352227203316,0.118363036503792,-1.08439451195732,0.278189916002043,0.48206708794258
"YMR266W",15796.8365729154,-0.162109973259636,0.149478134377623,-1.08450626531169,0.278140390557208,0.48206708794258
"LSR1",1230718.04529429,0.19590702418717,0.180661348204821,1.08438814463548,0.278192737972314,0.48206708794258
"YJR046W",4066.26201875035,0.140424290542813,0.129666679659631,1.08296357176276,0.278824592562341,0.483041958742163
"YHR205W",3621.86600562406,-0.252309527422126,0.233105322218615,-1.08238424168411,0.279081827457082,0.48336750691958
"YDR016C",1085.43741310389,-0.11461319235274,0.105934071219374,-1.08192945889329,0.279283873750537,0.483597330931834
"YGR040W",2426.88492322703,0.102171782091234,0.0944684698417004,1.08154373901094,0.27945531540925,0.483774060166013
"YCR090C",3688.97392525658,0.09044193840697,0.0836781457612233,1.08083105312882,0.279772272474393,0.484202545535851
"YNL274C",1291.46472898107,-0.173094816281643,0.160232554219828,-1.08027246475874,0.280020867565117,0.484512533382521
"tV(AAC)K1",3.22303906105903,1.23146914273712,1.1405855576686,1.0796815148653,0.280284028228134,0.484847563590865
"YBR009C",22924.9718973283,-0.120194342417895,0.111372236263961,-1.07921279530587,0.280492876956847,0.485088499756968
"YGR254W",114145.06481805,-0.152642375133032,0.141470657226177,-1.07896844565438,0.280601794440148,0.485156536729768
"YLR153C",16973.0842042707,0.152044402371305,0.140979379337983,1.07848681903184,0.280816560892239,0.485407505974611
"YPL192C",67.6031978761839,0.405190980640919,0.375934831336999,1.07782239597185,0.281113022894698,0.485679164679071
"YBR212W",5720.80740296035,-0.115165145305619,0.106835318656397,-1.07796884732484,0.281047658840739,0.485679164679071
"YLR363C",1325.96859782572,0.153638215663756,0.142635207280858,1.07714090085229,0.281417322995736,0.486084466992635
"YOR190W",156.900342861594,-0.198013453968278,0.183932455079082,-1.07655527070055,0.281678996144109,0.486415958423198
"YPL061W",85388.8202057169,0.116934269002828,0.108649321184353,1.07625402283387,0.281813664962781,0.486528023219972
"YCL033C",1670.6630120158,-0.145150261385723,0.134890262316535,-1.07606182160956,0.281899608761321,0.486555933636804
"YMR299C",1179.08579500224,-0.135109965620822,0.125603111679964,-1.0756896370934,0.282066083586565,0.486602375271924
"YMR060C",1547.46889659686,-0.104921331056926,0.0975377229758275,-1.07570002513723,0.28206143620259,0.486602375271924
"YNR051C",10433.2595298341,-0.0840472439594679,0.0781575389257514,-1.07535683844026,0.282214997919293,0.486738852458874
"YDR238C",25448.1850588882,-0.134831795163533,0.125442871625601,-1.0748462102012,0.282443587646884,0.486771907232259
"YDL197C",2103.34289521235,-0.152404981577638,0.14175301336271,-1.07514456280145,0.28231001077696,0.486771907232259
"YLR235C",30.9365873192267,0.421212566737851,0.391872391913625,1.07487175782134,0.28243214792246,0.486771907232259
"YOR224C",7893.85927329412,-0.111225678598549,0.103536337060574,-1.07426708106813,0.282702994615952,0.487098586967392
"YEL057C",215.816172866014,-0.181734678408837,0.169313719092709,-1.07336061946243,0.283109346394855,0.487678229350624
"YDL019C",5204.46989534905,-0.17344029978975,0.16166412743403,-1.07284344735369,0.283341363333412,0.487836897498871
"YGL123C-A",99.7747520667398,-0.475780983062092,0.443476631740696,-1.07284341272864,0.283341378871422,0.487836897498871
"YMR089C",7283.72323178486,-0.124815711462969,0.116428182125291,-1.07204037016272,0.283701900001151,0.488337039918051
"YBR058C-A",2674.4814545278,-0.140611005574275,0.131216412474052,-1.07159617400819,0.283901452568826,0.488464275714486
"YIL135C",2752.35645316708,0.122674592985325,0.114481818579991,1.07156397851602,0.283915919901163,0.488464275714486
"YOR118W",2009.04767602624,0.0933469355281001,0.087188294660026,1.07063609733495,0.284333086097166,0.488956579325559
"YNL283C",4247.90411030811,-0.108296047251224,0.101167793128511,-1.07045971748794,0.284412431628348,0.488956579325559
"YHL043W",8.74270009658629,-0.845593039848147,0.789826279125208,-1.07060636268611,0.284346461357163,0.488956579325559
"YML051W",5273.34365596278,0.0870249483199841,0.0813343493268791,1.06996550707297,0.284634834950242,0.489218315037721
"YMR197C",4230.37062333561,-0.118629357172057,0.110897117845504,-1.06972443898249,0.284743362487591,0.489284245102507
"YMR016C",2438.94321465038,-0.235335755611199,0.220112286494862,-1.06916228693436,0.284996549009421,0.48959865391542
"YDR443C",3645.09832134256,0.111110287683619,0.10399681347346,1.06840088626345,0.285339717425616,0.490067450642566
"YOL073C",1884.68202728608,-0.099929601039414,0.093594368246358,-1.06768818372042,0.285661190319471,0.49049876387532
"YLL018C",20195.6483773185,-0.153349991681595,0.143662082586258,-1.06743539367474,0.285775273044869,0.490573850059546
"YML132W",722.797191130515,0.211048054427533,0.197768505308559,1.06714693574822,0.28590549009476,0.490611781912691
"YKL197C",2221.55784453327,-0.144438419454235,0.135359233978726,-1.06707474036781,0.285938087149459,0.490611781912691
"YOL145C",10117.037714684,-0.111001738641618,0.104092302367113,-1.06637797529097,0.286252813770981,0.490673709689564
"YGR016W",320.082408941808,-0.155720551535855,0.146028398828408,-1.0663716974589,0.286255650511565,0.490673709689564
"YBL083C",25.246330757886,-0.513655523961368,0.481574851397035,-1.06661617082218,0.286145195273746,0.490673709689564
"YER047C",1216.65656571251,-0.207535438739749,0.194616821040038,-1.06637975911164,0.286252007726049,0.490673709689564
"YMR177W",2336.08871035348,-0.111492470983804,0.104649223439402,-1.06539224391249,0.286698465157276,0.491191252467245
"YKL058W",3152.63426384898,-0.117351672324688,0.110147260663798,-1.06540708881431,0.286691750270845,0.491191252467245
"YPL193W",3104.54362638219,0.110518756003736,0.103757059485738,1.06516854420809,0.2867996654891,0.491243936982435
"YGR126W",787.922527724139,0.168736290400125,0.158440000275111,1.06498542102459,0.286882527211091,0.491265192102882
"YGR140W",2562.71886482237,0.128149312899213,0.120481759807949,1.0636407793469,0.287491461471833,0.49218707607245
